organism,contig_taxa
day0_DO_0_env_cell_control_000000205570,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000205839,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000206549,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000207671,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000208862,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000209615,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000209906,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000210174,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000210872,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000212183,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000212481,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000213326,G_Gimesia
day0_DO_0_env_cell_control_000000213740,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000213813,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000213814,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000213969,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000214093,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000214284,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000214992,NR_Chlorobium/Pelodictyon group
day0_DO_0_env_cell_control_000000216034,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000216179,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000216363,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000217046,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000218237,O_Synechococcales
day0_DO_0_env_cell_control_000000218634,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000218644,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000218787,S_Homo sapiens
day0_DO_0_env_cell_control_000000219068,F_Chlorobiaceae
day0_DO_0_env_cell_control_000000219119,S_Synechococcus sp. LA31
day0_DO_0_env_cell_control_000000219625,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000219820,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000220481,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000222137,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000222378,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000222646,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000223585,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000223703,SK_Bacteria
day0_DO_0_env_cell_control_000000224292,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000224461,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000224872,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000224969,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000225197,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000225255,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000226271,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000226426,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000227566,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000229892,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000230488,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000230819,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000232130,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000232564,S_Synechococcus sp. LA31
day0_DO_0_env_cell_control_000000232780,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000233136,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000234098,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000234178,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000234847,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000234981,S_Homo sapiens
day0_DO_0_env_cell_control_000000235089,S_Homo sapiens
day0_DO_0_env_cell_control_000000235739,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000236182,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000236272,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000236386,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000237850,SK_Bacteria
day0_DO_0_env_cell_control_000000238206,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000238306,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000238953,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000240191,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000240407,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000240495,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000241222,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000242139,SK_Bacteria
day0_DO_0_env_cell_control_000000242237,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000242627,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000242667,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000243062,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000243637,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000243948,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000244729,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000244750,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000245097,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000245479,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000245540,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000245817,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000246007,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000246159,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000246427,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000246831,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000247033,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000247995,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000248600,NR_Chlorobium/Pelodictyon group
day0_DO_0_env_cell_control_000000248789,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000248928,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000250057,SK_Bacteria
day0_DO_0_env_cell_control_000000250611,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000251152,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000251447,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000251591,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000252716,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000253002,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000253312,NR_cellular organisms
day0_DO_0_env_cell_control_000000253323,S_Synechococcus sp. CBW1002
day0_DO_0_env_cell_control_000000253850,S_Synechococcus sp. BMK-MC-1
day0_DO_0_env_cell_control_000000253890,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000254176,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000254592,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000254634,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000256549,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000257615,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000258035,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000258223,NR_root
day0_DO_0_env_cell_control_000000258285,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000258952,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000259598,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000259669,O_Rhodobacterales
day0_DO_0_env_cell_control_000000259773,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000260394,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000260589,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000261252,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000262197,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000262641,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000263465,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000264413,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000266203,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000266266,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000268687,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000269696,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000270077,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000270154,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000270559,SK_Bacteria
day0_DO_0_env_cell_control_000000272194,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000272535,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000272755,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000272967,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000273445,S_Lentibacter algarum
day0_DO_0_env_cell_control_000000273950,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000274041,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000274730,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000274879,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000275237,O_Synechococcales
day0_DO_0_env_cell_control_000000275242,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000275557,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000275760,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000277869,O_Synechococcales
day0_DO_0_env_cell_control_000000278100,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000278107,NR_Chlorobium/Pelodictyon group
day0_DO_0_env_cell_control_000000278132,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000279967,SK_Bacteria
day0_DO_0_env_cell_control_000000280910,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000281353,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000283322,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000283578,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000284012,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000285111,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000285743,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000285893,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000286346,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000286654,SK_Bacteria
day0_DO_0_env_cell_control_000000286814,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000286962,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000286973,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000287018,O_Desulfobulbales
day0_DO_0_env_cell_control_000000287241,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000287781,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000288832,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000289560,O_Synechococcales
day0_DO_0_env_cell_control_000000289623,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000290026,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000290226,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000291027,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000291309,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000291506,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000292637,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000293390,S_Synechococcus sp. CBW1108
day0_DO_0_env_cell_control_000000293693,SK_Bacteria
day0_DO_0_env_cell_control_000000294199,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000294456,CL_Terrabacteria group
day0_DO_0_env_cell_control_000000295134,SK_Bacteria
day0_DO_0_env_cell_control_000000295619,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000297954,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000298062,O_Synechococcales
day0_DO_0_env_cell_control_000000298189,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000298687,SK_Bacteria
day0_DO_0_env_cell_control_000000299562,F_Chlorobiaceae
day0_DO_0_env_cell_control_000000300464,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000300809,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000301337,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000301730,ST_Prosthecochloris aestuarii DSM 271
day0_DO_0_env_cell_control_000000302115,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000302242,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000303078,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000303485,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000303728,ST_Pelodictyon luteolum DSM 273
day0_DO_0_env_cell_control_000000305039,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000305731,SK_Bacteria
day0_DO_0_env_cell_control_000000306418,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000307401,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000307425,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000307999,SK_Bacteria
day0_DO_0_env_cell_control_000000309176,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000310714,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000312167,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000313885,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000314689,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000314714,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000314860,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000315458,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000316975,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000317053,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000317204,O_Synechococcales
day0_DO_0_env_cell_control_000000317684,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000318203,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000318794,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000320153,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000320441,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000321966,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000322868,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000323838,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000324893,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000325258,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000325454,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000325483,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000326197,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000326205,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000326741,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000327031,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000327043,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000327604,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000327939,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000328426,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000328583,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000329849,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000330313,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000330318,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000330874,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000331128,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000331540,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000332288,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000332535,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000333229,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000333286,S_Synechococcus sp. LA31
day0_DO_0_env_cell_control_000000333315,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000334080,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000334314,G_Prosthecochloris
day0_DO_0_env_cell_control_000000334656,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000334715,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000334943,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000335020,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000335376,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000336065,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000336379,O_Synechococcales
day0_DO_0_env_cell_control_000000336585,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000337103,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000337946,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000000338458,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000338474,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000338791,G_Gimesia
day0_DO_0_env_cell_control_000000338923,C_Cyanophyceae
day0_DO_0_env_cell_control_000000340069,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000340580,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000000340657,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000342062,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000342605,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000343139,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000343868,SK_Bacteria
